Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
1d30fcc5-69a5-4470-8b67-66ef1f03bb4e,66,Male,Health,110429.52,10,1,3994.31,2249.36,Low
c4da7490-8815-4cb2-9e4f-0c66ad544331,46,Other,Property,122375.17,7,0,3945.8,1496.88,Medium
393e83df-0c1d-4ddb-99c0-53fd9ea719e0,48,Female,Property,199016.89,8,1,2706.79,2279.64,High
04bed450-d2a4-42b4-88c3-fa166100052f,42,Male,Life,148171.77,5,0,3148.89,194.62,Low
94ce78c0-84b1-4453-892d-fac5f2165fda,67,Female,Property,24414.23,3,1,1479.95,7202.98,Medium
35f95b84-0318-4b8c-acaf-95b5b2471907,39,Male,Health,130035.75,7,1,2936.95,1421.48,Medium
3cb74eee-8eca-4a01-b030-d76eb9f5db3f,18,Other,Health,178871.71,8,1,1225.81,3600.29,Medium
b4a12bc4-9ad9-4ef5-a887-5098f1f8e381,49,Male,Health,169308.14,6,0,3511.06,5337.47,Low
08b43589-4cba-483f-952e-4948a71233f9,19,Female,Life,27403.01,7,1,783.85,9222.97,Low
f8641cd4-ac80-48b0-a677-35ed575a63ec,58,Male,Life,143601.06,0,1,4368.27,4245.45,Low
befe2486-b4a4-40ac-b716-2476ca65cf58,27,Other,Life,104654.89,10,0,3919.68,5805.95,Low
64a69925-7c0d-4470-9778-e2fe32bc844a,40,Other,Life,31747.04,3,0,4661.04,3575.68,High
2968964b-b1a8-4108-bc62-32866eed97f8,22,Female,Life,75805.03,5,1,4844.91,4184.95,Medium
5f78c128-2304-41f6-b565-1bf2c0af9ca3,55,Male,Auto,77447.33,10,1,2779.51,1687.21,Low
794f163d-92e8-4db7-ab15-4329cf2f7cc2,45,Male,Health,117181.37,6,0,2000.78,4002.03,Medium
2e63c479-c12c-4ff6-8e9b-a0fe6417070c,59,Male,Life,43288.34,7,0,670.2,3042.52,Low
ed6d98c0-8a09-43b8-8ed5-e72b16733053,26,Male,Auto,35129.71,10,1,2687.04,401.75,Low
9c07c2ee-67b7-4dd5-9951-88ba492ff862,69,Male,Property,65424.23,1,1,2480.62,3210.37,Medium
f7ef1d91-98c2-484d-8536-bcf6b49fd48a,22,Male,Auto,145844.34,2,1,2931.52,3467.74,Medium
72b4947b-bd45-42df-ab05-0be9e2e8ad34,60,Female,Health,143131.01,8,1,3322.02,324.09,High
c0836d2e-0ee6-4f1d-bfd2-87c69e13fdd8,19,Other,Life,179698.37,3,1,3689.93,7439.88,Low
f9262f17-4819-4d09-a682-d861e9ca7b37,59,Other,Property,103696.88,7,0,1081.56,3557.89,High
405bc397-e16f-4b98-97bf-443b62bd47a5,56,Other,Life,152947.39,6,1,3358.57,6768.19,High
acfcbb19-387f-448c-a58e-6a8dd7131cc4,26,Other,Auto,31218.75,6,0,2824.7,9067.42,Low
4b9fada9-f544-4042-ac8e-0289e893c9a2,70,Male,Auto,63091.65,10,0,1677.09,2194.53,Low
b706779e-b051-454b-9d50-2ed660d841a9,79,Other,Auto,136411.21,9,0,2346.64,3693.51,Medium
1da3e5ea-c3c6-4345-a20c-c55315d336cb,73,Other,Auto,84762.82,8,1,2032.44,5398.07,Low
edfc1833-3a62-4ce7-9419-79744515b4f7,24,Male,Auto,72133.19,1,0,1842.81,475.64,Low
808ec91a-af15-4464-9aff-64858cb1e146,55,Male,Life,181261.36,10,0,4224.19,7848.21,Medium
b9fd8a27-fa34-4fed-8cab-1f4f75e9a423,32,Other,Life,163389.99,5,0,682.37,3605.56,Low
c1a8bb83-0206-4762-957e-1ad8cba6c6ac,57,Female,Property,35351.6,9,0,3936.67,3755.95,Low
1e3ed7bc-6985-4a4c-b607-55c17a8a5d59,33,Female,Life,119572.98,7,0,2970.96,9575.12,Medium
468f7eba-8eb4-4fcf-8eac-dd5f8595e704,78,Female,Health,140848.91,9,1,3137.12,335.49,High
21fb2401-8ad3-4701-93ba-cb1761092e89,53,Other,Property,37934.21,5,0,4851.64,856.37,Low
30b2c466-06ff-4cec-9f2c-419fcce10ddc,80,Male,Property,79606.57,9,1,3097.6,8296.02,Low
64de0cce-dd49-44c9-8af1-f5c1dd16fa46,55,Other,Auto,157140.24,2,0,1178.83,2940.78,High
504e6469-005a-4af0-b790-f46de66b876c,79,Female,Life,142352.4,4,1,4216.81,7188.83,Low
6265ef41-473b-45cd-a91a-0da17a066299,61,Male,Health,145392.28,6,1,1225.63,516.02,Medium
824fe672-02a4-47b7-8a3b-4b535182fb18,75,Male,Auto,25775.91,4,1,1417.16,8456.38,Medium
be710832-644f-4baa-875e-b3fc1071bcae,75,Other,Health,31580.83,6,0,1576.87,4406.52,Medium
965bac17-995c-4264-9d47-f08c4c71e2a7,73,Female,Property,113461.85,7,0,1073.29,3319.76,Low
cd6b7b89-5267-46be-ac7d-3ae1b38648b8,31,Male,Health,152602.2,9,0,4240.97,9012.35,High
ceb70a50-009f-4b03-8a0a-7d216c41843b,68,Other,Health,199138.65,10,1,4840.21,3094.2,Low
ad62c878-c585-4e68-8e2c-c94074a7e503,65,Male,Health,196057.63,4,1,797.74,2751.77,Low
b5c88698-6120-4b2a-8bd7-cebf97b27550,31,Female,Auto,112168.18,6,1,2398.94,6442.32,High
d7507532-4a56-486d-b2d8-7a5c057b26e8,74,Female,Property,85696.67,10,0,1415.74,2462.62,High
828301ae-1ab2-4bb7-b7d2-afe5f0e36b69,34,Other,Property,28416.63,5,1,3038.22,2231.05,Low
0d969a74-0be4-491b-b3f2-24c348ea56ce,62,Male,Health,144035.52,10,1,1698.53,3889.03,Medium
9e7d2454-c59d-449a-9f4f-4c809cc85065,23,Male,Auto,60992.71,3,0,4489.07,7791.9,Medium
bafb0945-bd8c-47e2-8f87-26715574a660,76,Female,Health,130586.01,3,1,3088.76,3297.13,Medium
5887bfb1-9dff-4615-acef-65d18816014d,33,Female,Auto,62677.23,7,1,2315.98,2594.52,Medium
ee47e13a-7397-41a9-8936-1e6dda73c71d,23,Male,Auto,42210.44,7,1,2426.05,6180.35,High
3ee11626-a007-4a80-8e05-430e000b2852,32,Other,Property,84345.08,8,1,4508.64,4227.17,High
10c31e48-9098-4f51-b396-a2e56d1d5639,75,Female,Auto,25151.05,5,0,2483.39,3511.44,Medium
c3ae0996-3b7f-46ed-b84f-a9a2490ea50e,28,Female,Property,79983.69,1,1,2246.47,3733.2,Medium
6978c146-8bff-421a-8e24-6b4273815b57,49,Female,Auto,182247.5,6,1,1621.7,1187.84,Low
8d4466ad-3056-495a-bb74-db7b3db6f56b,50,Female,Property,195637.35,4,0,4839.65,1524.78,Medium
cb095351-008d-4f1c-a64a-ce5845782622,20,Male,Property,73493.01,10,0,4632.67,4969.07,High
3574ed70-1d9a-4657-9c0e-f7f997c76a79,51,Female,Health,28176.52,6,0,1903.06,6539.02,Medium
fb530d36-4a97-472b-907f-ed0eadfafbd4,36,Male,Auto,58540.62,10,1,4679.25,4255.81,Medium
ad7150bf-1f9d-47dd-821d-4c14dada7950,56,Male,Auto,69486.13,4,0,3580.53,7834.2,Medium
7d5385c3-2ced-430a-a94a-d0601d35d35d,35,Male,Property,161610.5,7,1,643.69,1205.05,Medium
03cc52b6-cfd6-4ed8-bb50-d5cdfc478eed,25,Male,Health,128230.37,6,1,2937.28,5826.26,Medium
11345a92-c667-4a7d-968c-452c22befd60,37,Male,Life,81170.6,5,0,3649.54,9016.47,High
1a984795-f473-44b0-b51a-9e29ef6eb005,21,Male,Auto,107445.05,6,1,4182.63,3946.35,High
239ccb9d-1a96-497a-b2f9-613e7198bb70,20,Male,Auto,124190.36,9,1,4994.95,3176.5,Medium
3500c602-b238-4857-885e-a3513c8c17ce,67,Male,Auto,163278.14,5,1,850.51,8125.56,High
8ed9dd8f-a216-4ba7-8982-7f97f51648d8,80,Male,Life,157847.73,4,0,2097.16,6844.83,Low
46cbd6d9-aa2a-4570-aff0-9864403bdffb,41,Female,Life,155436.1,3,1,2401.34,9877.2,Low
25674abc-cdcd-4abc-b9e5-e3136faeb8f1,38,Male,Auto,155774.09,2,1,778.82,9426.15,Low
341739e7-32be-4b16-be3d-b9bc2965a657,42,Female,Property,173601.64,5,0,611.68,1650.87,Low
38cde115-d128-4451-ae30-72192616d830,76,Other,Health,27069.44,7,0,4430.93,426.89,High
58105bca-a4f6-4a23-a424-a6e1242aed0b,22,Male,Health,71691.17,5,0,2967.82,8668.06,Medium
e4ba8ae3-ad2e-48ad-9812-95ba5a0f5186,69,Female,Health,169277.91,5,0,1265.22,7317.72,Low
b8c44a16-0dca-49b8-8552-14797cf24a68,71,Other,Property,97831.18,1,0,1601.09,1530.26,Low
fa5c8047-bdf1-4a9c-8495-d07278cb9251,38,Female,Auto,39108.57,1,0,3504.01,2711.31,Medium
6141bdaa-6ad3-4d06-8692-2bd0499c6aa3,58,Other,Property,172527.83,5,0,3769.25,3141.7,High
1d03b8dc-fa2a-4a88-88b2-b6bab87c5578,47,Female,Property,86972.51,4,0,861.55,473.21,Medium
f3c292dc-e86e-4c73-94f3-cf918895a75e,80,Other,Auto,102113.96,2,0,3413.48,3536.53,Medium
33dc0670-7ecc-437f-84cb-9707cc5220c9,43,Male,Property,107992.77,9,1,1866.87,1172.51,Low
92300817-8074-4d92-8f0e-c25412a9c180,42,Female,Auto,55171.3,3,1,664.83,9458.48,Low
4d71d809-48da-4481-bd41-f9c127a08a62,66,Male,Auto,39034.32,0,0,986.26,6907.41,Low
655c501a-ef96-4e19-9b0f-f1a91f1f8c60,26,Male,Life,108776.39,5,1,4428.88,243.68,Medium
5f8d9c55-6b09-43b2-8a8a-c8b9b1fa3d86,80,Male,Auto,174199.69,9,0,4513.65,1750.46,Low
98865047-72cf-42f2-8621-2927c78cc23f,19,Male,Auto,166849.11,0,1,4852.96,2193.21,Medium
c4f49ae5-7608-4faf-a641-b99b89c1550b,70,Other,Auto,174315.78,1,0,1182.35,7592.49,High
4ddeea87-b733-4c02-8842-0cc4a0f51682,40,Male,Auto,186283.34,7,1,1453.13,445.87,High
f65a8139-7984-41fa-8634-2cbc4b6fac9d,54,Female,Auto,28436.38,5,1,1290.74,4548.66,Low
26a54674-2546-4391-b1cc-ef63a5a81dfe,56,Female,Property,185985.66,7,0,2230.07,1723.05,High
c5d5c884-c6d6-4b7d-a073-8ed53606902f,73,Other,Auto,181604.27,1,0,3938.67,7480.24,Medium
8566af8c-6fbb-4c35-8335-a1c6bb9de501,59,Male,Auto,98707.41,6,1,4109.39,2795.99,Medium
05f64480-36e9-4ff5-973d-1fff9f7e8aef,58,Male,Property,178912.51,4,1,3307.29,3845.65,Medium
5c63d2b8-df95-49ff-aee3-b545fbacb479,35,Female,Health,118251.45,9,1,2786.5,8626.59,High
14d07ee8-370f-47e1-b577-ef8eced02a57,54,Other,Health,78483.57,4,0,831.67,4806.94,Low
e723c7e7-ad73-4992-b591-f10d6d5cf479,76,Male,Property,159629.37,0,1,4935.67,5869.3,High
eb0acde4-31aa-43ee-95d7-f0d12ebd3f23,53,Other,Property,196335.54,3,1,3187.11,392.93,Low
c3753d0e-c875-42f4-b71e-5cef2e97fd3b,65,Female,Life,131980.7,5,1,1908.3,3430.98,Medium
c47a226b-ad47-404e-beb5-8bbf8de0145d,21,Female,Property,35444.3,3,1,1944.86,9217.36,High
f2e779ad-e341-40b6-92b3-2ea2249f81fe,38,Female,Health,39644.0,0,1,4883.95,6892.17,High
4e8756c4-9369-4a84-afe5-73fc1eb2ac57,73,Other,Auto,77981.34,3,1,4855.07,1319.51,Medium
32501ca5-5f6e-4915-8ea1-6c4fbfeb534c,51,Other,Property,67958.3,8,0,4965.5,4299.66,Medium
b4b5b03a-10a8-4493-9788-81b75cef5859,77,Female,Life,152966.36,6,0,2232.21,8146.48,Medium
396b6f82-a0b2-42c2-8713-0ee89589222d,39,Male,Life,84514.95,1,1,2376.88,376.8,High
0f18028f-ae66-4c22-abb7-112da48605b4,54,Male,Life,177667.7,3,1,2851.14,460.51,Low
98ee3785-7e18-40eb-b1d0-27e7b8dc651c,20,Male,Life,184064.52,6,0,4243.96,9130.37,Low
e36c2ced-edc2-4464-b713-70ffd7253a46,79,Other,Property,151427.38,6,0,2212.63,5725.81,High
52d125b5-d9ba-499b-a749-318e94a47eb7,63,Female,Auto,80014.47,0,1,2261.46,347.52,Medium
6de746ee-1d77-4a12-bfa0-44050af0db60,80,Female,Health,109778.68,7,0,4039.23,3570.04,Medium
432d4b0a-3e68-441b-9cbe-646cfbfe9d3b,23,Other,Health,109215.95,1,0,2535.42,1033.18,High
6b3aace8-1050-4657-897b-b86c858259eb,35,Male,Property,178027.44,0,0,2135.95,1401.48,Low
c992bb92-8894-4af4-a76f-4ee73b925fd7,34,Other,Property,192780.33,10,0,4519.13,7485.45,Low
f623687e-7079-434b-a38f-667b47eb8e89,35,Other,Health,101796.8,3,0,2928.37,4211.3,High
7771d736-9746-4a7e-94d4-bc1319f22daa,60,Other,Auto,138736.61,5,0,3677.87,6751.28,High
75484bbf-5b3e-4c92-a3fa-ad9a0889bde2,62,Female,Property,91504.67,2,0,4314.99,7811.33,Low
2988d272-976e-42c9-aaff-4881817aa75e,69,Male,Health,159041.96,2,1,4915.36,1774.87,Low
16c4e1f6-893f-4c4a-a056-49e15bc800e3,68,Other,Auto,126113.61,9,1,1597.11,5632.85,High
282d4f4c-9f1f-42c3-9b3a-f85250743a37,67,Other,Auto,110076.4,0,0,1703.76,253.65,High
7fe1fe5c-8d15-4d1e-aa24-ed95cc812998,30,Other,Property,129438.67,1,1,1883.74,6650.88,Low
8122343f-2b0e-41a6-8267-054db20fd8dd,23,Other,Property,146780.04,2,1,4819.54,6514.55,High
7714f01a-5cd1-4a46-9546-4d0a6f94fb19,43,Other,Life,162333.92,7,1,4497.11,5561.95,Medium
6d790e58-61bc-4514-8063-f1ec5b941784,75,Female,Life,42120.47,1,0,1169.99,4906.83,Low
6f4870e7-9ebd-4416-b681-2f63864b46a0,78,Other,Auto,131403.42,3,0,1148.09,1178.66,High
a9e86f23-8b06-4e4f-851d-8a89ff786b6f,45,Male,Property,182810.47,9,0,4600.49,2253.62,High
a9646709-ef74-4588-b0ee-2ac21a2072f1,61,Male,Life,54536.41,8,1,2456.46,976.5,High
2696a84e-b581-4475-a91f-eb9c963d5cec,79,Male,Health,107476.67,1,1,1849.48,4345.87,High
30546467-11df-4b65-b253-c06dfb255f42,22,Female,Health,70587.51,2,0,2835.5,1842.86,Low
c6c5e133-346a-4d62-9261-6db50d41ea98,55,Female,Life,137199.5,3,0,4142.48,2025.81,Medium
1366652c-da3e-4a36-a401-f4023b9b020d,19,Male,Health,188117.15,9,1,2927.25,2001.05,Low
763014d8-4f9f-4e02-abb4-5da8e11982cd,19,Male,Auto,197328.01,9,0,3879.59,3239.08,Low
82f19577-78ef-4100-b0ab-9f886bdfa2de,73,Female,Life,187042.67,8,1,967.76,6048.02,High
36ddaf81-2a1e-412e-8b38-e20895ca6181,77,Male,Life,47777.28,4,1,1606.8,9215.89,Low
eae867a5-6422-4e0b-92a2-462f48a8b272,76,Male,Life,71337.21,5,0,4424.0,3993.08,Medium
bca4e0d6-8745-47e6-b562-d8de8a375441,75,Other,Property,129792.75,9,0,4423.69,6528.88,Low
004f0f4c-6be9-4ef5-b48c-e60ff02e6476,37,Male,Property,137554.1,7,1,1315.36,5537.35,Medium
bf365c8b-fbd2-4afd-a946-a01dbda5a536,19,Male,Property,197953.54,3,1,718.5,2853.13,Medium
1d82d64d-57e4-4433-b7aa-24972bc6e7cc,43,Female,Auto,165940.24,10,1,3489.91,3835.11,Medium
f0eb80e4-4e96-43ac-85ae-3041f77bfbe0,44,Male,Auto,37968.08,0,0,2189.57,9230.16,Medium
828b68de-db70-4e24-91af-82d798a47061,26,Male,Life,82571.55,1,0,4090.69,9746.21,Medium
5e77ba08-5d3c-49df-b5fa-a4c1aa45a714,79,Female,Life,25155.79,8,1,3760.19,3093.01,Low
28375300-0c62-401a-9f6e-14935dc07bff,79,Other,Property,141725.36,3,0,1221.73,1463.34,High
72e8a1b4-6bca-4cca-89b7-4d046f92c033,67,Other,Property,133737.83,7,0,1624.25,1942.12,Low
5b013db7-f56a-40ba-86f4-ad28950af219,79,Male,Life,27039.65,6,0,905.4,2435.53,Medium
58631b69-c013-4a6a-b634-aced8a4dff57,48,Male,Auto,148079.16,9,1,4552.22,7068.43,Medium
e3a596a7-6648-46c5-8eaa-77726a392f31,36,Male,Life,74489.65,2,1,3716.18,7370.41,Medium
92ed9dfe-479b-417c-a88e-9c0e9fed6d76,43,Male,Auto,173112.27,2,1,1857.37,1140.99,High
f8afd39d-2cc4-4eb2-a787-3323c411500c,72,Female,Property,196597.44,10,0,1018.1,6244.51,High
8f18dd98-a3b9-4fdc-a929-769ee514d1ac,22,Female,Health,151985.25,2,0,3283.79,3914.11,Low
bbfc8177-36f0-4bfa-92fe-406aa4207727,50,Other,Property,54452.9,0,0,4733.22,9127.88,Medium
240328b9-3c27-4876-adcf-68776b622f4c,39,Female,Property,59496.8,6,0,2665.96,7924.64,Medium
abe9caea-11a1-46a8-9c0f-f49418a858f8,23,Other,Life,93292.97,2,1,1781.87,7652.38,Low
4baf9268-bcdc-494f-b81c-8818eed1760e,45,Other,Health,59046.96,5,1,2697.92,4405.91,Medium
513cd30a-68e9-41a1-b342-040d1c07a05f,42,Male,Health,33235.28,4,0,3947.45,7249.39,Medium
4e6d9b95-7710-4bb0-8303-6581ebba3c5c,73,Female,Auto,42882.69,3,0,513.7,7539.86,Low
8e074007-d385-4ef9-9b8f-de412ab4bccd,22,Other,Life,131137.84,5,1,3979.77,9200.66,Low
69514f18-4ec5-44c6-9caa-0d60dc370b2a,60,Female,Auto,129818.59,7,0,4665.62,2873.32,Medium
0fe057c4-0195-42af-b3e8-b8456f64d24a,73,Female,Health,60501.25,5,0,3263.11,8018.71,High
2b525b50-d09a-498e-b4bd-703d951c2790,29,Other,Property,40022.24,4,1,2270.41,7981.76,Low
d42ed50d-a0d4-4357-bd94-5e79c5298e17,76,Male,Property,60459.12,4,0,3229.19,3640.7,High
895a526e-dcb4-48f2-8391-e233f4ce0fa9,40,Male,Health,103047.61,6,1,4222.66,9993.3,Low
d1d789c6-3d4e-4cbd-b34a-bd3b0681fb1f,60,Male,Health,60483.65,6,0,1605.46,646.6,Medium
c8028660-7d81-4c10-abc4-177cee62ed9f,24,Other,Life,152526.71,2,0,4036.17,419.7,Medium
9630556b-5b7e-409c-b551-aa553850ef48,60,Female,Life,100654.6,8,1,3598.41,1485.76,Low
900f4da2-14c7-4126-8161-c755eceeb678,53,Other,Life,133938.39,0,0,580.58,3904.66,Medium
9be6df7b-e927-4477-a70b-8f9fac234f01,47,Male,Health,166392.19,9,1,2222.77,8182.91,High
a71068d4-aa13-4088-82a4-7c2e63fd55d3,62,Male,Health,84542.15,5,0,4182.1,9783.7,Low
96a2f383-05a9-4fc4-be93-5ca4dd03c63b,50,Other,Health,177579.1,2,1,2829.52,3825.55,Low
8058f95e-b94c-44e0-9c8e-27ab50890340,79,Other,Life,114705.21,2,1,2531.77,4534.35,Medium
d07088c7-fb60-4628-98c4-7799fa748778,61,Male,Property,166200.87,1,0,2257.48,5784.29,Low
223fd51d-8b3e-4838-af60-2ff501ded8e9,42,Other,Life,109009.54,6,1,1293.06,4672.2,Low
9c9c5f23-c080-4c31-baab-185ef891e1de,22,Male,Life,83690.87,1,1,2467.79,7303.33,Medium
f4eb157e-142c-4e51-92ee-6e69fb537e46,37,Other,Life,95147.62,3,0,1332.49,9303.17,High
8d8f2b1c-c523-46e8-b268-045f0c1ec495,32,Male,Property,78315.62,7,1,2308.15,2258.66,High
a949d92c-b6a9-49a9-bf47-fdc9d779abe5,42,Female,Health,118701.21,3,0,518.53,6072.34,Medium
47c26b97-84ff-4f4f-a440-e2086756fcf7,40,Female,Health,175376.81,9,1,4176.52,1059.32,High
222ad793-ee49-47ca-b94c-673f0be61ab1,62,Female,Property,190453.85,3,1,4672.13,9559.42,High
06bdcc34-a627-4c15-b678-c4f5fde5e239,72,Female,Auto,22714.32,1,0,1678.27,9991.16,High
45f041ff-5b11-4155-b3b6-cb84db411612,63,Male,Health,47479.58,6,1,2717.31,4350.83,High
38d0534a-3d27-4760-a5c3-da4cfdbac63a,42,Male,Life,190944.48,8,1,1377.1,6727.35,High
07e45481-0162-47a4-a94d-3582c46c3b7b,78,Female,Property,141187.67,2,0,1021.18,677.01,Low
be3f16fc-9268-4519-97df-08f0a3a43619,19,Other,Life,73804.34,10,1,3036.1,3402.05,Low
54260565-17df-43c9-830f-61969f5b6d7a,39,Female,Health,52668.92,2,1,3023.84,6083.96,Medium
20b668f0-e4d2-4030-a361-4deb525a6c45,49,Other,Life,192335.26,10,0,970.25,3390.92,Low
2c0089d8-4cd2-4fce-8191-d3ac4f5bcdc7,23,Other,Property,122436.07,5,1,2914.96,1797.91,Low
66bbecf0-f8ad-4b46-b2a6-882efbac0036,78,Male,Health,163679.05,10,1,3191.4,8486.5,Low
5744d2ff-ac8f-420a-9711-9ba4b735b01b,76,Female,Health,131514.09,7,0,569.25,3705.93,Medium
e73a1fcc-0475-4b2c-9b8d-bbb66a7acaa9,50,Female,Auto,118326.28,5,1,2236.26,2060.23,High
c3730912-64b8-4418-9c14-2b0f5af7fb1c,23,Male,Auto,150914.68,6,0,3500.64,4849.12,Low
2fdda596-92b1-470a-aa5a-6d20b43ea4a0,26,Female,Auto,172928.63,7,1,1489.15,2716.43,Low
2bdbf79f-7021-42db-91ad-6090b7f32501,65,Male,Health,76969.35,10,1,1331.52,1161.96,Medium
6df2303a-8411-404d-963e-a16bacbe305c,60,Male,Life,30869.95,8,0,1611.44,2632.09,High
e3ccb4ed-7a7b-402d-aed7-389aaa07e787,44,Male,Auto,48867.13,5,1,3503.73,7761.08,Low
e3bbe261-5b62-466b-80ad-9c6607131d76,78,Male,Property,190211.35,2,0,3605.93,6076.62,Low
ed711227-0fee-4322-aa8d-3ad374efdd8b,75,Female,Life,56140.55,1,0,1431.6,7078.75,Low
7e44b72c-f5dd-4e45-8d7c-24de8bca51eb,30,Male,Life,80826.92,1,0,3797.84,6080.48,Low
17bcadfa-a0ab-4e2f-be4f-79648292b2ff,60,Other,Life,92550.46,3,0,678.54,8376.34,Medium
fe3b3255-ea3e-4d4d-8938-5c8be4add141,78,Male,Health,130240.7,9,1,1810.93,1242.96,Medium
5a4a1e60-4490-4ca9-9d90-62bf53c76c5e,62,Male,Health,78445.32,2,1,2753.12,6785.77,Low
a9cf8f34-8dab-4ecd-9f20-01231dfc8569,39,Female,Life,193721.44,7,0,608.95,4815.34,High
9373d8c4-7562-42d8-bb29-5af17c9c09ea,41,Other,Life,21663.92,10,0,4326.73,7084.62,Medium
18d2e39c-1efd-4617-99db-43dc6eef0237,49,Male,Life,111068.36,6,0,1225.34,2203.49,High
33adb83d-2784-4f93-bcb0-c94ae4bbb353,33,Male,Life,196313.69,7,0,4497.37,3450.25,Low
d0ec8adb-a32c-487d-8589-edcd448a8cfa,46,Other,Property,31011.55,3,1,2317.34,5512.17,High
5fc4e062-542f-49ba-917b-fb9040da47bc,59,Other,Life,47590.53,7,1,1428.29,2871.57,Low
8c013344-2965-4ccf-a096-3f2fd69085e6,53,Male,Property,108219.49,7,0,4060.13,3302.17,Medium
bfe52eb3-a43d-42eb-b40b-0cfae10060b5,37,Other,Auto,43092.94,8,1,1665.0,369.42,High
b823317e-2005-43cc-964c-c3a5c12748cc,64,Other,Life,140409.15,4,0,1555.9,4302.38,Low
43ef3088-7d34-4f95-9309-537ec30591ea,39,Male,Life,75840.08,8,0,2518.33,9464.02,Low
231bfaf9-295e-4f41-8233-b41be09a7560,70,Male,Auto,166998.29,2,0,3634.28,147.21,High
58fc3efb-d0ac-4f68-a76a-5b411a31a7d6,39,Other,Auto,179712.71,1,1,1577.23,8548.82,Low
14154cca-d88a-4f10-8c1b-2d0902f5ffb5,74,Female,Health,166730.68,4,0,1209.44,2905.36,Medium
0182d25c-4e47-41e9-8aec-783a92bbb6dd,28,Male,Auto,74126.78,8,1,4744.54,466.8,High
95d3452d-3bd3-4234-b224-df852855f1b3,75,Other,Life,185462.02,6,0,3747.05,2769.71,Medium
3c3a9e2e-316f-4799-b15f-7dfa9b139128,28,Female,Life,122400.1,5,0,2485.56,3338.47,Medium
81ff8daf-a6aa-4c27-a5bb-1699f6504be3,26,Other,Life,102084.78,0,1,4638.39,6630.68,Low
71fb6e31-40bd-497f-be12-cd77a7c8d15a,43,Male,Health,76538.15,7,0,4269.47,9651.55,Low
ac905aa1-900b-454b-b999-8fb73b9fb1b1,59,Other,Life,187162.7,2,1,964.46,2004.02,High
31cc347c-b215-4407-b2cc-0bc048ade402,50,Male,Property,186903.34,2,1,2028.1,2434.14,Low
24e64d9b-f76c-4130-9d46-4130b29f40b3,58,Female,Health,117011.69,10,0,4113.27,881.89,High
9960803c-9adf-4e32-aba1-7e3418487596,76,Other,Health,172224.44,2,1,4944.33,893.17,Low
8cd4a21a-2f75-4d9a-b3c8-e15ea25ef61d,56,Female,Auto,50773.56,2,0,2167.26,3896.25,High
775446f2-de79-470c-9322-42690ae849d9,60,Male,Health,111001.55,4,0,3542.95,1506.25,Medium
a6f918ba-4ca2-4f05-ac28-7e6052655b97,67,Other,Health,194980.28,1,1,3230.55,8424.97,High
c2bf5843-0fcf-45b0-9581-ade27fcab898,72,Female,Auto,197664.14,4,1,3464.49,9879.28,Low
8f61f5ce-758d-423e-8b8f-6141892f94b1,35,Female,Life,66021.99,7,0,4494.22,5948.89,Low
5ee5da2a-5ef5-4013-8a9b-892b4028646e,45,Other,Life,187330.88,9,1,4842.32,2014.56,High
f548352f-b5a2-4d01-869b-6e76d0e0ae20,52,Female,Health,62685.2,3,1,770.64,139.79,High
4fcd76fb-2df8-44c2-b34b-af5f7c561371,36,Female,Life,167088.27,3,1,1275.29,4581.84,Low
ba346e16-80fe-4668-9d4b-658c1656f384,35,Female,Auto,134277.14,7,1,2915.23,2942.7,Low
33608568-8dec-4c63-8b1a-d420db6001e9,41,Male,Property,131272.57,8,1,2216.01,406.13,Low
0f2d4c0a-ee95-407d-a178-4967fe043c8f,41,Female,Auto,131955.83,4,0,1605.24,7849.25,Low
94e616c9-10e1-458c-ba5f-604bf970be92,48,Other,Auto,50716.83,10,0,2789.43,7214.84,Low
5900c662-a785-48d9-9ca1-1980f0f43d73,76,Other,Property,140212.24,0,1,4137.21,2708.89,Medium
9bab9712-9749-4634-b5ba-8faba8210610,45,Female,Health,39705.08,7,0,4430.48,8117.58,Low
af1bb9a6-b7e6-47b4-a2ec-b5ab99ad7b80,47,Female,Property,125128.12,8,0,3939.37,6843.09,Medium
717f9fd8-5f9a-448e-bf1f-999339292160,66,Other,Health,36373.23,0,1,927.1,7651.42,Low
9f809305-5c69-46e1-81a8-edb9339df56c,20,Female,Auto,110724.59,4,1,2216.44,3880.26,High
87449f71-57d6-4b42-bf31-b948d38d14ef,60,Other,Health,143709.98,1,1,701.44,1036.42,Low
5389356b-2326-4d06-93f8-b912bf2c44df,66,Other,Auto,35852.04,4,1,1866.55,8209.3,High
fe1a956b-478c-4191-812b-33f95c16c103,57,Female,Property,38818.19,5,1,3536.22,7144.57,High
04f0e646-7591-47e7-b2df-45bcd03a860b,77,Other,Health,154576.69,6,0,671.78,1243.14,Medium
54994f8d-bb29-4927-b7df-22b33f4afb8b,58,Male,Property,77389.55,7,0,786.94,5490.56,Low
356f4ff3-a8b7-49a6-be1d-b3b1b54143f5,47,Other,Auto,51774.19,5,1,3465.71,5199.12,High
2ba329ea-cfc4-4042-9c82-393f80845257,52,Other,Life,154283.59,3,0,857.06,7780.24,High
